ltable_id,rtable_id
547,3306
547,3307
547,3309
547,3313
547,3314
547,5242
547,5256
547,5258
547,5259
547,7299
547,7301
547,7302
547,7309
547,7310
547,7311
547,7312
547,7313
547,7314
547,9051
547,9292
547,9293
547,9296
547,9297
547,9298
547,9300
547,9301
547,9304
547,9305
547,9306
547,9307
547,9308
547,10076
547,11273
547,11279
547,11281
547,11282
547,11284
547,13272
547,13275
547,13278
547,13282
547,13283
547,13284
547,13285
547,13286
547,13287
547,13289
547,13290
547,13291
547,13292
547,13293
547,14012
547,15273
547,15276
547,15277
547,15279
547,15280
547,15281
547,15283
547,15284
547,15285
547,15288
547,15993
547,17907
547,17909
547,18975
547,19079
547,19354
547,19355
547,19356
547,19909
547,20493
547,20494
547,20773
547,20774
547,21061
547,21062
547,21063
547,21282
547,21477
547,21479
547,21480
547,21481
547,21602
547,21845
547,21977
872,31
872,32
872,158
872,159
872,1307
872,1308
872,1312
872,1316
872,1320
872,1321
872,1322
872,1323
872,1324
872,1325
872,1326
872,1328
872,1674
872,1691
872,1692
872,1696
872,3304
872,3305
872,3306
872,3307
872,3311
872,3312
872,3313
872,3314
872,4053
872,5242
872,5243
872,5253
872,5256
872,5258
872,5259
872,7299
872,7301
872,7302
872,7304
872,7309
872,7311
872,7312
872,7313
872,7314
872,9051
872,9292
872,9293
872,9297
872,9298
872,9300
872,9301
872,9302
872,9303
872,9306
872,9307
872,9308
872,10076
872,11278
872,11279
872,11281
872,11282
872,11284
872,13272
872,13275
872,13278
872,13282
872,13283
872,13284
872,13285
872,13286
872,13287
872,13289
872,13290
872,13291
872,13293
872,14012
872,15263
872,15269
872,15270
872,15273
872,15274
872,15276
872,15277
872,15278
872,15279
872,15280
872,15281
872,15282
872,15283
872,15284
872,15285
872,15288
872,15993
872,17255
872,17256
872,17907
872,17908
872,17909
872,18975
872,19079
872,19354
872,19355
872,19356
872,19909
872,20493
872,20773
872,20774
872,21061
872,21062
872,21063
872,21477
872,21479
872,21845
872,21977
1200,31
1200,32
1200,158
1200,1307
1200,1309
1200,1312
1200,1313
1200,1315
1200,1317
1200,1319
1200,1320
1200,1321
1200,1322
1200,1323
1200,1324
1200,1325
1200,1326
1200,1327
1200,1328
1200,1664
1200,1691
1200,1692
1200,1696
1200,3299
1200,3301
1200,3302
1200,3304
1200,3305
1200,3306
1200,3310
1200,3311
1200,3312
1200,3313
1200,3314
1200,4053
1200,5242
1200,5247
1200,5248
1200,5249
1200,5250
1200,5253
1200,5255
1200,5256
1200,5257
1200,5258
1200,5259
1200,6029
1200,6524
1200,7299
1200,7301
1200,7302
1200,7303
1200,7306
1200,7307
1200,7309
1200,7310
1200,7311
1200,7312
1200,7313
1200,7314
1200,9051
1200,9292
1200,9294
1200,9295
1200,9296
1200,9297
1200,9298
1200,9300
1200,9301
1200,9302
1200,9304
1200,9305
1200,9306
1200,9308
1200,10076
1200,11273
1200,11275
1200,11276
1200,11278
1200,11279
1200,11280
1200,11281
1200,11282
1200,11284
1200,13271
1200,13272
1200,13275
1200,13276
1200,13278
1200,13279
1200,13281
1200,13282
1200,13283
1200,13284
1200,13285
1200,13286
1200,13287
1200,13288
1200,13289
1200,13290
1200,13291
1200,13292
1200,13293
1200,14012
1200,15262
1200,15264
1200,15265
1200,15266
1200,15267
1200,15268
1200,15272
1200,15276
1200,15277
1200,15279
1200,15280
1200,15281
1200,15282
1200,15283
1200,15284
1200,15288
1200,15993
1200,17255
1200,17256
1200,17907
1200,17908
1200,17909
1200,18975
1200,19079
1200,19355
1200,19356
1200,19909
1200,20493
1200,20494
1200,20495
1200,20774
1200,21061
1200,21063
1200,21187
1200,21351
1200,21477
1200,21478
1200,21479
1200,21480
1200,21602
1200,21845
1200,21977
1210,158
1210,1313
1210,1315
1210,1319
1210,1691
1210,1692
1210,3301
1210,4053
1210,5249
1210,5250
1210,5255
1210,6524
1210,7311
1210,9300
1210,11275
1210,11278
1210,13276
1210,17255
1210,17256
1210,17907
1210,18975
1210,20493
1210,20495
1210,20774
1210,21845
1210,21977
1217,32
1217,1315
1217,1323
1217,1324
1217,1691
1217,5258
1217,6521
1217,7309
1217,7311
1217,9300
1217,9302
1217,9306
1217,11279
1217,13284
1217,14012
1217,15261
1217,15273
1217,15281
1217,17255
1217,17256
1217,18975
1217,20493
1217,20774
1217,21477
1217,21479
1217,21845
1270,31
1270,158
1270,159
1270,1307
1270,1309
1270,1312
1270,1313
1270,1315
1270,1317
1270,1319
1270,1320
1270,1321
1270,1322
1270,1323
1270,1325
1270,1326
1270,1327
1270,1328
1270,1664
1270,1692
1270,1696
1270,3299
1270,3301
1270,3302
1270,3304
1270,3305
1270,3307
1270,3309
1270,3310
1270,3312
1270,3313
1270,3314
1270,5242
1270,5247
1270,5248
1270,5249
1270,5250
1270,5255
1270,5256
1270,5258
1270,5259
1270,6029
1270,6524
1270,7299
1270,7301
1270,7302
1270,7303
1270,7306
1270,7307
1270,7309
1270,7310
1270,7311
1270,9051
1270,9292
1270,9294
1270,9295
1270,9297
1270,9298
1270,9301
1270,9306
1270,9308
1270,11273
1270,11275
1270,11276
1270,11278
1270,11281
1270,11282
1270,11284
1270,13272
1270,13275
1270,13276
1270,13278
1270,13279
1270,13281
1270,13282
1270,13283
1270,13284
1270,13285
1270,13286
1270,13288
1270,13289
1270,13290
1270,13291
1270,15261
1270,15262
1270,15264
1270,15265
1270,15266
1270,15267
1270,15268
1270,15272
1270,15273
1270,15277
1270,15278
1270,15280
1270,15281
1270,15282
1270,15283
1270,15284
1270,15288
1270,15993
1270,17255
1270,17256
1270,17907
1270,17908
1270,17909
1270,18975
1270,19354
1270,19355
1270,19356
1270,19909
1270,20493
1270,20494
1270,20495
1270,20774
1270,21061
1270,21063
1270,21187
1270,21351
1270,21477
1270,21478
1270,21479
1270,21480
1270,21481
1270,21602
1270,21845
1270,21977
1271,31
1271,32
1271,158
1271,159
1271,1307
1271,1309
1271,1312
1271,1313
1271,1315
1271,1319
1271,1320
1271,1321
1271,1323
1271,1324
1271,1325
1271,1326
1271,1328
1271,1664
1271,1691
1271,1692
1271,1696
1271,3299
1271,3301
1271,3302
1271,3304
1271,3305
1271,3307
1271,3309
1271,3312
1271,3313
1271,3314
1271,4053
1271,5242
1271,5247
1271,5248
1271,5249
1271,5250
1271,5256
1271,5258
1271,5259
1271,6029
1271,6524
1271,7299
1271,7301
1271,7302
1271,7303
1271,7306
1271,7307
1271,7309
1271,7310
1271,7311
1271,7312
1271,9051
1271,9292
1271,9294
1271,9295
1271,9297
1271,9298
1271,9300
1271,9301
1271,9306
1271,9308
1271,11273
1271,11275
1271,11276
1271,11278
1271,11279
1271,11281
1271,13272
1271,13275
1271,13276
1271,13279
1271,13281
1271,13283
1271,13284
1271,13285
1271,13286
1271,13288
1271,13289
1271,13290
1271,15261
1271,15262
1271,15264
1271,15265
1271,15266
1271,15267
1271,15268
1271,15272
1271,15277
1271,15278
1271,15279
1271,15280
1271,15281
1271,15282
1271,15283
1271,15284
1271,15288
1271,15993
1271,17255
1271,17256
1271,17907
1271,17908
1271,18975
1271,19356
1271,20494
1271,20495
1271,20774
1271,21061
1271,21063
1271,21351
1271,21477
1271,21478
1271,21479
1271,21481
1271,21602
1271,21845
1271,21977
1323,1315
1323,1324
1323,1691
1323,7311
1323,9300
1323,9302
1323,11279
1323,14012
1323,15273
1323,18975
1323,20493
1323,20774
1323,21845
1441,31
1441,32
1441,158
1441,159
1441,1307
1441,1309
1441,1312
1441,1313
1441,1315
1441,1319
1441,1320
1441,1321
1441,1322
1441,1323
1441,1324
1441,1325
1441,1326
1441,1664
1441,1674
1441,1691
1441,1692
1441,1696
1441,3299
1441,3301
1441,3302
1441,3304
1441,3305
1441,3306
1441,3307
1441,3310
1441,3312
1441,4053
1441,5242
1441,5247
1441,5248
1441,5249
1441,5250
1441,5253
1441,5255
1441,5256
1441,5257
1441,5258
1441,5259
1441,6029
1441,6524
1441,7299
1441,7301
1441,7302
1441,7303
1441,7306
1441,7307
1441,7309
1441,7310
1441,7311
1441,7312
1441,7314
1441,9051
1441,9292
1441,9294
1441,9295
1441,9297
1441,9298
1441,9300
1441,9301
1441,9302
1441,9304
1441,9305
1441,10076
1441,11273
1441,11275
1441,11276
1441,11278
1441,11279
1441,11280
1441,11281
1441,11282
1441,11284
1441,13272
1441,13275
1441,13276
1441,13278
1441,13279
1441,13281
1441,13282
1441,13283
1441,13284
1441,13285
1441,13286
1441,13287
1441,13288
1441,13291
1441,13293
1441,14012
1441,15262
1441,15264
1441,15265
1441,15266
1441,15267
1441,15268
1441,15272
1441,15273
1441,15276
1441,15277
1441,15279
1441,15280
1441,15281
1441,15283
1441,15288
1441,15993
1441,17255
1441,17256
1441,17907
1441,17908
1441,18975
1441,19079
1441,19355
1441,19356
1441,19909
1441,20493
1441,20495
1441,20774
1441,21061
1441,21063
1441,21187
1441,21351
1441,21477
1441,21478
1441,21479
1441,21480
1441,21602
1441,21845
1441,21977
1673,32
1673,1307
1673,1312
1673,1320
1673,1321
1673,1322
1673,1323
1673,1324
1673,1325
1673,1326
1673,1328
1673,1674
1673,1691
1673,1696
1673,3304
1673,3305
1673,3306
1673,3307
1673,3309
1673,3311
1673,3312
1673,3313
1673,3314
1673,5242
1673,5253
1673,5256
1673,5257
1673,5258
1673,5259
1673,7299
1673,7301
1673,7302
1673,7309
1673,7311
1673,7312
1673,7313
1673,7314
1673,9051
1673,9292
1673,9296
1673,9297
1673,9298
1673,9300
1673,9301
1673,9302
1673,9304
1673,9305
1673,9306
1673,9307
1673,9308
1673,10076
1673,11273
1673,11279
1673,11280
1673,11281
1673,11282
1673,11284
1673,13272
1673,13275
1673,13278
1673,13282
1673,13283
1673,13284
1673,13285
1673,13286
1673,13287
1673,13289
1673,13290
1673,13291
1673,13293
1673,14012
1673,15268
1673,15273
1673,15274
1673,15276
1673,15277
1673,15279
1673,15281
1673,15282
1673,15283
1673,15284
1673,15285
1673,15288
1673,15993
1673,17909
1673,18975
1673,19079
1673,19354
1673,19356
1673,19909
1673,20493
1673,20494
1673,20773
1673,20774
1673,21061
1673,21062
1673,21063
1673,21187
1673,21477
1673,21479
1673,21481
1673,21602
1673,21845
1673,21977
1909,31
1909,32
1909,158
1909,159
1909,1307
1909,1309
1909,1312
1909,1313
1909,1315
1909,1319
1909,1320
1909,1321
1909,1322
1909,1323
1909,1324
1909,1325
1909,1326
1909,1327
1909,1328
1909,1664
1909,1674
1909,1691
1909,1692
1909,1696
1909,3299
1909,3301
1909,3302
1909,3304
1909,3305
1909,3307
1909,3310
1909,3312
1909,3313
1909,3314
1909,4053
1909,5242
1909,5247
1909,5248
1909,5249
1909,5250
1909,5253
1909,5255
1909,5256
1909,5257
1909,5258
1909,5259
1909,6029
1909,6524
1909,7299
1909,7301
1909,7302
1909,7303
1909,7306
1909,7307
1909,7309
1909,7310
1909,7311
1909,7312
1909,9051
1909,9292
1909,9294
1909,9295
1909,9297
1909,9298
1909,9300
1909,9301
1909,9302
1909,9304
1909,9305
1909,9306
1909,9308
1909,10076
1909,11273
1909,11275
1909,11276
1909,11278
1909,11279
1909,11280
1909,11281
1909,11282
1909,13272
1909,13275
1909,13276
1909,13278
1909,13279
1909,13281
1909,13282
1909,13283
1909,13284
1909,13285
1909,13286
1909,13287
1909,13288
1909,13289
1909,13290
1909,13291
1909,14012
1909,15262
1909,15264
1909,15265
1909,15266
1909,15267
1909,15272
1909,15276
1909,15277
1909,15278
1909,15279
1909,15280
1909,15281
1909,15282
1909,15283
1909,15284
1909,15288
1909,17255
1909,17256
1909,17907
1909,17908
1909,18975
1909,19079
1909,19356
1909,20494
1909,20495
1909,20774
1909,21061
1909,21063
1909,21187
1909,21351
1909,21477
1909,21478
1909,21479
1909,21602
1909,21845
1909,21977
1946,1308
1946,1316
1946,1319
1946,1324
1946,1691
1946,1692
1946,5243
1946,5250
1946,7304
1946,9300
1946,11278
1946,11279
1946,15263
1946,15269
1946,15270
1946,15278
1946,17255
1946,17907
1946,18975
1946,20493
1946,20495
1946,20773
1946,20774
1946,21845
2237,31
2237,158
2237,159
2237,1307
2237,1309
2237,1312
2237,1313
2237,1315
2237,1317
2237,1319
2237,1320
2237,1321
2237,1325
2237,1327
2237,1328
2237,1330
2237,1664
2237,1691
2237,1692
2237,3299
2237,3301
2237,3302
2237,3304
2237,3305
2237,3307
2237,3309
2237,4053
2237,5242
2237,5247
2237,5249
2237,5250
2237,6524
2237,7299
2237,7301
2237,7302
2237,7306
2237,7307
2237,7310
2237,7311
2237,9051
2237,9292
2237,9294
2237,9297
2237,9298
2237,9301
2237,9304
2237,9306
2237,11273
2237,11278
2237,11279
2237,11281
2237,13272
2237,13275
2237,13276
2237,13279
2237,13283
2237,13285
2237,13286
2237,13288
2237,13289
2237,13290
2237,15261
2237,15262
2237,15264
2237,15268
2237,15272
2237,15277
2237,15280
2237,15281
2237,15282
2237,15288
2237,15993
2237,16979
2237,17255
2237,17256
2237,17907
2237,17908
2237,17909
2237,18975
2237,19354
2237,19356
2237,20494
2237,20495
2237,20774
2237,21061
2237,21063
2237,21477
2237,21478
2237,21481
2237,21602
2237,21845
2237,21977
2273,158
2273,1313
2273,1315
2273,1319
2273,1324
2273,1691
2273,1692
2273,3301
2273,4053
2273,5249
2273,5250
2273,6524
2273,7311
2273,9300
2273,9302
2273,11275
2273,11278
2273,11279
2273,13276
2273,14012
2273,15265
2273,17255
2273,17256
2273,17907
2273,18975
2273,20493
2273,20495
2273,20774
2273,21477
2273,21845
2273,21977
2527,31
2527,32
2527,158
2527,1307
2527,1312
2527,1313
2527,1319
2527,1320
2527,1321
2527,1323
2527,1324
2527,1325
2527,1326
2527,1327
2527,1664
2527,1674
2527,1691
2527,1692
2527,1696
2527,3299
2527,3301
2527,3302
2527,3304
2527,3307
2527,3309
2527,3313
2527,4053
2527,5242
2527,5247
2527,5249
2527,5250
2527,5253
2527,5256
2527,5257
2527,6029
2527,6524
2527,7299
2527,7301
2527,7302
2527,7303
2527,7306
2527,7307
2527,7310
2527,7311
2527,7312
2527,9292
2527,9294
2527,9297
2527,9298
2527,9301
2527,9302
2527,9305
2527,9308
2527,10076
2527,11273
2527,11275
2527,11278
2527,13276
2527,13283
2527,13284
2527,13285
2527,13286
2527,13287
2527,13288
2527,13289
2527,14012
2527,15261
2527,15262
2527,15264
2527,15265
2527,15266
2527,15272
2527,15277
2527,15278
2527,15279
2527,15280
2527,15281
2527,15282
2527,15283
2527,17255
2527,17256
2527,17907
2527,17908
2527,18975
2527,20494
2527,20495
2527,20774
2527,21061
2527,21351
2527,21477
2527,21478
2527,21479
2527,21481
2527,21845
2527,21977
821,8591
821,15515
556,786
556,787
556,788
556,789
556,2774
556,2777
556,2778
556,4207
556,4699
556,6186
556,8754
556,10235
556,10721
556,13391
955,783
955,787
955,788
955,789
955,2771
955,2772
955,2774
955,2777
955,2778
955,4207
955,4697
955,4699
955,6186
955,8753
955,8754
955,10236
955,10237
955,10719
955,10721
955,12217
955,13391
972,788
972,2772
972,2777
972,4697
972,10721
868,6711
868,12738
964,6711
964,12738
2153,6711
2153,12738
1259,15079
1556,15079
869,15386
2484,2101
526,5591
120,858
120,859
120,921
120,932
120,933
120,1879
120,2907
120,2909
120,3816
120,4228
120,4825
120,6848
120,6849
120,6852
120,6855
120,7647
120,8890
120,10841
120,10842
120,11070
120,12894
120,12898
120,14794
120,14798
120,14801
120,15156
120,16536
120,16537
120,21388
178,859
178,920
178,922
178,933
178,1879
178,2907
178,3815
178,4228
178,4826
178,6209
178,6849
178,6852
178,7647
178,10841
178,12898
178,13522
178,14794
178,14795
178,14796
178,17116
178,19295
178,19527
178,19802
178,20268
178,21008
634,920
634,922
634,923
634,933
634,1879
634,2907
634,3815
634,4228
634,4826
634,6209
634,6852
634,7647
634,8890
634,10841
634,11094
634,12898
634,13522
634,14794
634,14795
634,14796
634,14801
634,16536
634,16537
634,19295
634,19802
690,859
690,920
690,922
690,933
690,1879
690,2906
690,2907
690,3815
690,4228
690,4826
690,6209
690,6849
690,6852
690,7647
690,10841
690,11070
690,12897
690,12898
690,13522
690,14794
690,14795
690,14796
690,16536
690,16537
690,19295
690,19802
690,19840
690,20725
705,132
705,858
705,859
705,920
705,923
705,933
705,1879
705,2906
705,2907
705,2909
705,4228
705,4826
705,6209
705,6848
705,6849
705,6852
705,7647
705,8886
705,8889
705,8890
705,10841
705,12894
705,12898
705,13071
705,13522
705,14796
705,14798
705,14801
705,15156
705,19023
705,19295
705,19769
705,19802
705,20268
705,21008
935,920
935,922
935,933
935,1879
935,2907
935,3815
935,4228
935,4826
935,6209
935,6849
935,6850
935,6852
935,7647
935,10841
935,11094
935,12898
935,13071
935,13522
935,14794
935,14795
935,14796
935,14801
935,16536
935,16537
935,19149
935,19295
935,19527
1013,132
1013,858
1013,859
1013,920
1013,932
1013,933
1013,1879
1013,2907
1013,2909
1013,6854
1013,6855
1013,10842
1013,11094
1013,12898
1013,13071
1013,14798
1013,15156
1013,19023
1013,20268
1013,21388
1048,920
1048,922
1048,933
1048,1879
1048,2907
1048,3815
1048,4228
1048,4826
1048,6209
1048,6849
1048,6852
1048,7647
1048,10841
1048,12894
1048,12898
1048,13071
1048,13522
1048,14794
1048,14795
1048,14796
1048,16536
1048,16537
1048,19295
1272,132
1272,858
1272,859
1272,920
1272,921
1272,923
1272,926
1272,932
1272,933
1272,1879
1272,2364
1272,2906
1272,2907
1272,2909
1272,4228
1272,4825
1272,4826
1272,4884
1272,6209
1272,6848
1272,6849
1272,6851
1272,6852
1272,6855
1272,6906
1272,7647
1272,8886
1272,8889
1272,8890
1272,10841
1272,11070
1272,11094
1272,12894
1272,12898
1272,13071
1272,13522
1272,14794
1272,14796
1272,14798
1272,14801
1272,16536
1272,16537
1272,19023
1272,19149
1272,19295
1272,19527
1272,19769
1272,19802
1272,20268
1272,21008
1272,21388
2477,859
2477,920
2477,922
2477,933
2477,1879
2477,2907
2477,3815
2477,4228
2477,4826
2477,4829
2477,6209
2477,6849
2477,6852
2477,7647
2477,10841
2477,10843
2477,10844
2477,12897
2477,12898
2477,13522
2477,14794
2477,14796
2477,16536
2477,16537
2477,19295
2477,19802
2477,20725
1263,2488
1263,4387
1263,4388
1263,6418
1263,6419
1263,6420
1263,6421
1263,7940
1263,12460
1263,14389
1263,19233
1263,19264
1263,20682
1263,20938
1263,21425
1768,2488
1768,4387
1768,4388
1768,6418
1768,6421
1768,7900
1768,7940
1768,12460
1768,16493
1768,16673
1768,19233
1768,19264
1768,20682
1768,21792
1768,22051
1037,14113
1110,81
1110,1712
1110,4138
1110,4153
1110,5092
1110,5654
1110,6120
1110,8158
1110,9696
1110,9697
1110,10183
1110,12121
1110,12155
1110,12591
1110,13635
1110,13671
1110,14099
1110,14101
1110,14102
1110,14111
1110,15613
1110,15957
1110,16096
1110,16102
1110,18831
860,120
860,825
860,2258
860,2259
860,2260
860,15864
860,17733
860,21182
860,21411
1371,825
1371,2258
1371,2259
1371,2260
1371,8240
1371,14880
1371,20601
1371,21411
2167,825
2167,2260
2167,8240
2167,21411
461,18095
2179,18387
2179,18388
287,3923
287,4453
287,4456
287,11933
287,13046
287,20064
293,582
293,2547
293,3208
293,3921
293,3923
293,3925
293,4453
293,4457
293,4458
293,4459
293,6498
293,6501
293,7959
293,10504
293,11934
293,11935
293,12533
293,12534
293,12535
293,12537
293,12538
293,12540
293,12541
293,12542
293,13046
293,13894
293,13895
293,15883
293,15885
293,19434
293,20064
293,20874
293,21549
490,582
490,2547
490,2548
490,3208
490,3921
490,3923
490,3924
490,3925
490,4453
490,4455
490,4456
490,4457
490,4458
490,4459
490,6498
490,6499
490,6501
490,7958
490,7959
490,8558
490,10504
490,11931
490,11933
490,11934
490,11935
490,12533
490,12534
490,12535
490,12537
490,12538
490,12540
490,12541
490,12542
490,13046
490,13894
490,13895
490,15469
490,15882
490,15883
490,15885
490,17630
490,19434
490,20063
490,20064
490,20367
490,20874
490,21509
490,21549
490,22055
557,3208
557,3923
557,3925
557,4459
557,12533
557,12538
557,13895
557,15885
557,20064
557,21549
845,582
845,2547
845,3208
845,3921
845,3923
845,3925
845,4453
845,4455
845,4456
845,4457
845,4458
845,4459
845,6498
845,7959
845,10506
845,11931
845,11934
845,11935
845,12533
845,12534
845,12535
845,12537
845,12538
845,12540
845,12541
845,12542
845,13046
845,13894
845,13895
845,15469
845,15883
845,15885
845,19434
845,19435
845,20064
845,20367
845,20874
845,21549
918,3925
918,13046
918,15885
1080,585
1080,2547
1080,3208
1080,3921
1080,3923
1080,3925
1080,4453
1080,4456
1080,4457
1080,6498
1080,6499
1080,7958
1080,7959
1080,8558
1080,9976
1080,10506
1080,11931
1080,11933
1080,11934
1080,11935
1080,12534
1080,12535
1080,12537
1080,12538
1080,12540
1080,13046
1080,13894
1080,13895
1080,15469
1080,15882
1080,15885
1080,17630
1080,19434
1080,19435
1080,19508
1080,20063
1080,20064
1080,20367
1080,20874
1080,21509
1080,21549
1622,582
1622,3923
1622,3925
1622,4455
1622,4458
1622,4459
1622,6501
1622,9976
1622,12533
1622,12534
1622,12537
1622,12538
1622,12540
1622,12541
1622,12542
1622,13046
1622,13895
1622,15885
1622,19434
1622,19435
1622,21549
2105,582
2105,584
2105,585
2105,2547
2105,2548
2105,3208
2105,3921
2105,3923
2105,3924
2105,3925
2105,4453
2105,4455
2105,4456
2105,4457
2105,4458
2105,4459
2105,6498
2105,6499
2105,6501
2105,7958
2105,7959
2105,8558
2105,9976
2105,10504
2105,11931
2105,11932
2105,11933
2105,11934
2105,11935
2105,12533
2105,12534
2105,12535
2105,12537
2105,12538
2105,12540
2105,12541
2105,12542
2105,13046
2105,13894
2105,13895
2105,14453
2105,15469
2105,15882
2105,15883
2105,15885
2105,17630
2105,19434
2105,19435
2105,19508
2105,20063
2105,20064
2105,20367
2105,20874
2105,21509
2105,21549
2105,22055
2333,582
2333,2547
2333,2548
2333,3208
2333,3921
2333,3923
2333,3924
2333,3925
2333,4453
2333,4456
2333,4458
2333,4459
2333,6498
2333,6501
2333,7959
2333,10504
2333,11933
2333,11934
2333,11935
2333,12533
2333,12534
2333,12537
2333,12538
2333,12540
2333,12541
2333,12542
2333,13046
2333,13894
2333,13895
2333,14453
2333,15469
2333,15883
2333,15885
2333,17630
2333,19434
2333,20064
2333,20874
2333,21549
2333,22055
